ts,"t1s_belastning | powerlab/bornholm/nm/sec/nex/t1s_belastning | 515976","t1p_belastningil3 | powerlab/bornholm/nm/sec/nex/t1p_belastningil3 | 515973","t1s_reaktiveffekt | powerlab/bornholm/nm/sec/nex/t1s_reaktiveffekt | 515979","t2s_sptrinvisning | powerlab/bornholm/nm/sec/nex/t2s_sptrinvisning | 516003","t2s_belastning | powerlab/bornholm/nm/sec/nex/t2s_belastning | 515992","t2s_cosphi | powerlab/bornholm/nm/sec/nex/t2s_cosphi | 515993","t1s_spendingvl1 | powerlab/bornholm/nm/sec/nex/t1s_spendingvl1 | 515981","t2s_aktiveffekt | powerlab/bornholm/nm/sec/nex/t2s_aktiveffekt | 515991","t2p_belastningil1 | powerlab/bornholm/nm/sec/nex/t2p_belastningil1 | 515987","t1p_belastningil1 | powerlab/bornholm/nm/sec/nex/t1p_belastningil1 | 515971","t1s_sptrinvisning | powerlab/bornholm/nm/sec/nex/t1s_sptrinvisning | 515985","t2s_spendingvl1 | powerlab/bornholm/nm/sec/nex/t2s_spendingvl1 | 515999","t1p_belastningil2 | powerlab/bornholm/nm/sec/nex/t1p_belastningil2 | 515972","t1s_cosphi | powerlab/bornholm/nm/sec/nex/t1s_cosphi | 515977","t1s_spendingvl2 | powerlab/bornholm/nm/sec/nex/t1s_spendingvl2 | 515982","t1s_spendingvl3 | powerlab/bornholm/nm/sec/nex/t1s_spendingvl3 | 515983","t1s_cosphitrf1 | powerlab/bornholm/nm/sec/nex/t1s_cosphitrf1 | 516007","t2s_cosphitrf2 | powerlab/bornholm/nm/sec/nex/t2s_cosphitrf2 | 515994","t2s_frekvens | powerlab/bornholm/nm/sec/nex/t2s_frekvens | 515996","t2s_spendingvl2 | powerlab/bornholm/nm/sec/nex/t2s_spendingvl2 | 516000","t2p_belastningil3 | powerlab/bornholm/nm/sec/nex/t2p_belastningil3 | 515989","t2s_reaktiveffekt | powerlab/bornholm/nm/sec/nex/t2s_reaktiveffekt | 515997","t2s_spendingvl3 | powerlab/bornholm/nm/sec/nex/t2s_spendingvl3 | 516001","t1s_frekvens | powerlab/bornholm/nm/sec/nex/t1s_frekvens | 515978","t1s_aktiveffekt | powerlab/bornholm/nm/sec/nex/t1s_aktiveffekt | 515975","t2p_belastningil2 | powerlab/bornholm/nm/sec/nex/t2p_belastningil2 | 515988"
"2022-03-08 00:12:05",,,,,,,,,,,,,,,,,0.49999997019768,0.99675613641739,,,,,,,,
"2022-03-08 00:12:15",,,,,,,,,,,,,,,,,0.49999997019768,0.99675613641739,,,,,,,,
"2022-03-08 00:12:16",,,,,,-2.7411727905273,,,,,,,,,,,,,,,,,,,,
"2022-03-08 00:12:20",,,,,,-2.7411727905273,,,,,,,,,,,,,,,,,,,,
"2022-03-08 00:12:22",,,,,,,,,15.703603744507,,,,,,,,,,,,,,,,,
"2022-03-08 00:12:25",,,,,,,,,15.703603744507,,,,,,,,0.49999997019768,0.99885576963425,,,,-0.024864196777344,,,,
"2022-03-08 00:12:30",,,,5.9126253128052,,,,,,,,,,,,,,,,,,,,,,
"2022-03-08 00:12:35",,,,,,,,,,,,,,,,,0.49999997019768,0.99885576963425,,,,,,,,
"2022-03-08 00:12:45",,,,,,,,,,,,,,,,,0.49999997019768,0.99885576963425,,,,,,,,
"2022-03-08 00:12:55",,,,,,,,,,,,,,,,,0.49999997019768,0.99885576963425,50.011291503906,,15.645009040832,,,,,
"2022-03-08 00:13:05",,,,,,,,,,,,,,,,,0.49999997019768,0.99885576963425,,,,,,,,
"2022-03-08 00:13:10",,,,,,,,,,,,,,,,,,,,,,-0.057338714599609,,,,
"2022-03-08 00:13:15",,,,,,,,,,,,,,,,,0.49999997019768,0.99885576963425,,,,,,,,
"2022-03-08 00:13:23",,,,,,,,,,,,6.1738209724426,,,,,,,,,,,,,,
"2022-03-08 00:13:25",,,,5.9160437583923,,,,1.7126083374023,,,,6.1738209724426,,,,,0.49999997019768,0.99885576963425,,,,,,,,
"2022-03-08 00:13:35",,,,,94.719688415527,,,,,,,,,,,,0.49999997019768,0.99885576963425,,,,,,,,
"2022-03-08 00:13:40",,,,,,,,,,,,,,,,,,,,,,,,,,15.410626411438
"2022-03-08 00:13:45",,,,,,,,,,,,,,,,,0.49999997019768,0.99885576963425,,,,,,,,
"2022-03-08 00:13:52",,,,,,,,,,,,,,,,,,,,,16.172369003296,,,,,
"2022-03-08 00:13:53",,,,,,-3.0927429199219,,,,,,,,,,,,,,,,,,,,
"2022-03-08 00:13:55",,,,,,-3.0927429199219,,,,,,,,,,,0.49999997019768,0.99885576963425,,,16.172369003296,,6.2008843421936,,,
"2022-03-08 00:14:05",,,,,,,,,,,,,,,,,0.49999997019768,0.99854350090027,,,,,,,,
"2022-03-08 00:14:15",,,,,,,,,,,,,,,,,0.49999997019768,0.99854350090027,,,,,,,,
"2022-03-08 00:14:25",,,,,,-2.3310050964355,,,,,,,,,,,0.49999997019768,0.99854350090027,,,,,,,,15.645009040832
